Date,Name,Ticker,Fiscal,Actual,Consensus,Surprise
2017-07-27 21:10:00,WESTERN DIGITAL CP,WDC,Q4 17 ,2.93,2.833,3.4
2017-07-27 21:15:00,KLA CP CMN STK,KLAC,Q4 17 ,1.64,1.597,2.7
2017-07-28 12:30:00,AMERICAN AIRLINES GP,AAL,Q2 17 ,1.92,1.872,2.6
2017-08-01 12:00:00,INCYTE CORPORATION,INCY,Q2 17 ,0.03,0.192,-86.5
2017-08-01 12:00:00,IDEXX LABORATORIES,IDXX,Q2 17 ,0.95,0.848,12.0
2017-08-01 21:01:00,"FISERV, INC.",FISV,Q2 17 ,0.6,0.618,-3.7
2017-08-01 21:05:00,"ILLUMINA, INC.",ILMN,Q2 17 ,0.82,0.688,19.2
2017-08-01 21:10:00,VERISK ANALYTICS INC,VRSK,Q2 17 ,0.82,0.769,6.6
2017-08-01 21:30:00,APPLE INC.,AAPL,Q3 17 ,1.67,1.572,6.2
2017-08-02 12:00:00,MONDELEZ INTL CMN A,MDLZ,Q2 17 ,0.48,0.457,5.0
2017-08-02 13:00:00,EXCELON,EXC,Q2 17 ,0.54,0.524,3.1
2017-08-02 21:05:00,TAKE-TWO INTERACTI,TTWO,Q1 18 ,0.41,0.191,116.2
2017-08-02 21:05:00,BIOMARIN PHARMACEUT,BMRN,Q2 17 ,-0.21,-0.212,0.9
2017-08-02 21:05:00,CITRIX SYSTEMS INC,CTXS,Q2 17 ,1.03,0.996,3.4
2017-08-02 21:12:00,"TESLA, INC.",TSLA,Q2 17 ,-1.33,-1.876,29.1
2017-08-02 21:39:00,ANSYS,ANSS,Q2 17 ,0.99,0.914,8.3
2017-08-03 11:00:00,COGNIZANT TECH SOL,CTSH,Q2 17 ,0.93,0.905,2.8
2017-08-03 11:30:00,REGENERON PHARMACEUT,REGN,Q2 17 ,4.17,3.168,31.6
2017-08-03 12:00:00,CDW,CDW,Q2 17 ,1.03,1.028,0.2
2017-08-03 21:05:00,KRAFT HEINZ CO CMN,KHC,Q2 17 ,0.98,0.949,3.3
2017-08-03 21:05:00,ACTIVISION BLIZZARD,ATVI,Q2 17 ,0.43,0.304,41.4
2017-08-03 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q1 18 ,1.31,1.235,6.1
2017-08-07 21:22:00,MARRIOTT INT CL A CM,MAR,Q2 17 ,1.13,1.02,10.8
2017-08-08 21:05:00,MONSTER BEVERAGE CP,MNST,Q2 17 ,0.39,0.399,-3.4
2017-08-08 21:05:00,BOOKING HOLDINGS INC,BKNG,Q2 17 ,15.14,14.193,6.7
2017-08-10 21:19:00,NVIDIA CORPORATION,NVDA,Q2 18 ,1.01,0.815,23.9
2017-08-16 21:01:00,"NETAPP, INC.",NTAP,Q1 18 ,0.62,0.55,12.7
2017-08-16 21:04:00,CISCO SYSTEMS INC,CSCO,Q4 17 ,0.61,0.606,0.7
2017-08-16 21:05:00,"SYNOPSYS, INC.",SNPS,Q3 17 ,0.92,0.92,0.0
2017-08-17 21:01:00,"ROSS STORES, INC.",ROST,Q2 18 ,0.82,0.767,7.0
2017-08-17 21:01:00,APPLIED MATERIALS,AMAT,Q3 17 ,0.86,0.836,2.9
2017-08-22 21:00:00,INTUIT INC,INTU,Q4 17 ,0.2,0.168,19.0
2017-08-24 12:30:00,DOLLAR TREE INC,DLTR,Q2 18 ,0.99,0.873,13.4
2017-08-24 21:01:00,AUTODESK INC,ADSK,Q2 18 ,-0.11,-0.152,27.6
2017-08-24 21:02:00,SPLUNK,SPLK,Q2 18 ,0.08,0.061,31.1
2017-08-24 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q2 18 ,1.84,1.776,3.5
2017-08-24 21:05:00,BROADCOM INC.,AVGO,Q3 17 ,4.1,4.028,1.8
2017-08-30 13:00:00,ANALOG DEVICES CMN,ADI,Q3 17 ,1.26,1.145,10.0
2017-08-30 21:01:00,"WORKDAY, INC.",WDAY,Q2 18 ,0.24,0.151,58.9
2017-09-19 21:05:00,ADOBE INC.,ADBE,Q3 17 ,1.1,1.007,9.2
2017-09-19 23:04:00,COPART,CPRT,Q4 17 ,0.35,0.308,13.6
2017-09-26 21:00:00,MICRON TECHNOLOGY,MU,Q4 17 ,2.02,1.84,9.8
2017-09-26 21:15:00,CINTAS CORP,CTAS,Q1 18 ,1.48,1.312,12.8
2017-10-03 13:30:00,"PAYCHEX, INC.",PAYX,Q1 18 ,0.62,0.604,2.6
2017-10-04 11:00:00,PEPSICO INC,PEP,Q3 17 ,1.48,1.431,3.4
2017-10-05 21:15:00,COSTCO WHOLESALE,COST,Q4 17 ,2.08,2.017,3.3
2017-10-11 11:50:00,FASTENAL CO,FAST,Q3 17 ,0.25,0.252,-0.8
2017-10-16 21:05:00,"NETFLIX, INC.",NFLX,Q3 17 ,0.29,0.322,-9.9
2017-10-17 13:01:00,CSX,CSX,Q3 17 ,0.51,0.512,-0.4
2017-10-17 21:05:00,LAM RESEARCH CORP,LRCX,Q1 18 ,3.46,3.276,5.6
2017-10-18 21:15:00,EBAY INC.,EBAY,Q3 17 ,0.48,0.478,0.4
2017-10-18 21:17:00,UNITED AIRLNS HLD CM,UAL,Q3 17 ,2.22,2.189,1.4
2017-10-19 21:05:00,MAXIM INTEGRATED,MXIM,Q1 18 ,0.6,0.556,7.9
2017-10-19 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q3 17 ,2.77,1.987,39.4
2017-10-19 21:10:00,PAYPAL HOLDINGS,PYPL,Q3 17 ,0.46,0.435,5.7
2017-10-23 12:33:00,T-MOBILE,TM,Q3 17 ,0.59,0.456,30.4
2017-10-24 11:59:00,BIOGEN INC CMN,BIIB,Q3 17 ,5.88,5.731,2.6
2017-10-24 13:00:00,PACCAR INC.,PCAR,Q3 17 ,1.14,1.08,5.7
2017-10-24 21:01:00,TEXAS INSTRUMENTS,TXN,Q3 17 ,1.26,1.118,12.7
2017-10-24 21:05:00,"ILLUMINA, INC.",ILMN,Q3 17 ,1.11,0.994,11.7
2017-10-24 21:21:00,ADV MICRO DEVICES,AMD,Q3 17 ,0.1,0.078,28.2
2017-10-25 12:00:00,WALGREENS BTS ALN CM,WBA,Q4 17 ,1.31,1.211,8.2
2017-10-25 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q3 17 ,0.06,0.045,44.2
2017-10-25 21:01:00,VERTEX PHARMACEUTIC,VRTX,Q3 17 ,0.53,0.363,46.0
2017-10-25 21:01:00,AMGEN,AMGN,Q3 17 ,3.27,3.112,5.1
2017-10-25 21:05:00,CITRIX SYSTEMS INC,CTXS,Q3 17 ,1.22,1.051,16.1
2017-10-25 21:20:00,"XILINX, INC.",XLNX,Q2 18 ,0.65,0.625,4.0
2017-10-25 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q3 17 ,3.22,3.148,2.4
2017-10-25 22:17:00,COSTAR GROUP,CSGP,Q3 17 ,1.41,1.133,24.4
2017-10-26 11:00:00,XCEL ENERGY CMN,XEL,Q3 17 ,0.97,0.922,5.2
2017-10-26 11:30:00,ALEXION PHARM INC,ALXN,Q3 17 ,1.44,1.32,9.1
2017-10-26 12:00:00,COMCAST CORP A,CMCSA,Q3 17 ,0.52,0.496,4.8
2017-10-26 12:30:00,CHARTER COMMUNICATIO,CHTR,Q3 17 ,0.19,0.964,-80.3
2017-10-26 13:00:00,AMERICAN AIRLINES GP,AAL,Q3 17 ,1.42,1.397,1.6
2017-10-26 21:00:00,INTEL CORP,INTC,Q3 17 ,1.01,0.803,25.8
2017-10-26 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q3 17 ,1.01,0.815,23.8
2017-10-26 21:01:00,AMAZON.COM INC,AMZN,Q3 17 ,0.52,0.037,1305.4
2017-10-26 21:01:00,CERNER CORP,CERN,Q3 17 ,0.61,0.622,-1.9
2017-10-26 21:01:00,"GILEAD SCIENCES, INC",GILD,Q3 17 ,2.27,2.132,6.5
2017-10-26 21:02:00,SEATTLE GENETICS,SGEN,Q3 17 ,0.34,-0.415,181.9
2017-10-26 21:05:00,CADENCE DESIGN SYS,CDNS,Q3 17 ,0.35,0.341,2.6
2017-10-26 21:05:00,MICROSOFT CORP,MSFT,Q1 18 ,0.84,0.718,17.4
2017-10-26 21:05:00,BIOMARIN PHARMACEUT,BMRN,Q3 17 ,-0.07,-0.153,54.2
2017-10-26 21:05:00,"VERISIGN, INC.",VRSN,Q3 17 ,1.0,0.973,2.8
2017-10-26 21:05:00,"EXPEDIA GROUP, INC.",EXPE,Q3 17 ,2.51,2.619,-4.2
2017-10-26 21:05:00,ALPHABET CL A CMN,GOOGL,Q3 17 ,9.57,8.344,14.7
2017-10-26 21:10:00,WESTERN DIGITAL CP,WDC,Q1 18 ,3.56,3.308,7.6
2017-10-26 21:15:00,KLA CP CMN STK,KLAC,Q1 18 ,1.8,1.648,9.2
2017-10-30 20:00:00,MONDELEZ INTL CMN A,MDLZ,Q3 17 ,0.57,0.544,4.8
2017-10-31 11:00:00,INCYTE CORPORATION,INCY,Q3 17 ,0.31,0.257,20.6
2017-10-31 11:00:00,IDEXX LABORATORIES,IDXX,Q3 17 ,0.79,0.744,6.2
2017-10-31 20:01:00,ELECTRONIC ARTS INC,EA,Q2 18 ,0.62,0.542,14.6
2017-10-31 20:01:00,"FISERV, INC.",FISV,Q3 17 ,0.64,0.655,-3.1
2017-10-31 20:10:00,VERISK ANALYTICS INC,VRSK,Q3 17 ,0.84,0.784,7.1
2017-11-01 10:00:00,COGNIZANT TECH SOL,CTSH,Q3 17 ,0.98,0.955,2.6
2017-11-01 11:00:00,CDW,CDW,Q3 17 ,1.08,1.071,0.8
2017-11-01 20:03:00,QUALCOMM INC,QCOM,Q4 17 ,0.92,0.823,11.8
2017-11-01 20:05:00,FACEBOOK INC,FB,Q3 17 ,1.59,1.28,24.2
2017-11-01 20:05:00,KRAFT HEINZ CO CMN,KHC,Q3 17 ,0.83,0.822,1.0
2017-11-01 20:18:00,"TESLA, INC.",TSLA,Q3 17 ,-2.92,-2.265,-28.9
2017-11-01 20:39:00,ANSYS,ANSS,Q3 17 ,1.05,0.969,8.4
2017-11-02 11:00:00,EXCELON,EXC,Q3 17 ,0.85,0.857,-0.8
2017-11-02 11:00:00,AUTOMATIC DATA PROCS,ADP,Q1 18 ,0.91,0.849,7.2
2017-11-02 20:05:00,ACTIVISION BLIZZARD,ATVI,Q3 17 ,0.6,0.495,21.2
2017-11-02 20:10:00,STARBUCKS CORP,SBUX,Q4 17 ,0.55,0.546,0.7
2017-11-02 20:30:00,APPLE INC.,AAPL,Q4 17 ,2.07,1.87,10.7
2017-11-06 21:00:00,BOOKING HOLDINGS INC,BKNG,Q3 17 ,35.22,34.247,2.8
2017-11-06 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q2 18 ,1.41,1.354,4.1
2017-11-06 21:15:00,SKYWORKS SOLUTIONS,SWKS,Q4 17 ,1.82,1.752,3.9
2017-11-07 21:05:00,TAKE-TWO INTERACTI,TTWO,Q2 18 ,1.09,0.742,47.1
2017-11-07 21:30:00,MARRIOTT INT CL A CM,MAR,Q3 17 ,1.1,0.985,11.7
2017-11-08 11:30:00,REGENERON PHARMACEUT,REGN,Q3 17 ,3.99,3.839,3.9
2017-11-08 21:05:00,MONSTER BEVERAGE CP,MNST,Q3 17 ,0.4,0.398,-0.3
2017-11-09 21:20:00,NVIDIA CORPORATION,NVDA,Q3 18 ,1.33,1.077,23.5
2017-11-15 21:01:00,"NETAPP, INC.",NTAP,Q2 18 ,0.81,0.689,17.6
2017-11-15 21:05:00,CISCO SYSTEMS INC,CSCO,Q1 18 ,0.61,0.6,1.7
2017-11-16 21:01:00,APPLIED MATERIALS,AMAT,Q4 17 ,0.93,0.904,2.9
2017-11-16 21:01:00,"ROSS STORES, INC.",ROST,Q3 18 ,0.72,0.669,7.4
2017-11-16 21:02:00,SPLUNK,SPLK,Q3 18 ,0.17,0.136,25.0
2017-11-20 21:00:00,INTUIT INC,INTU,Q1 18 ,0.11,0.044,150.0
2017-11-21 12:31:00,DOLLAR TREE INC,DLTR,Q3 18 ,1.01,0.899,12.3
2017-11-21 13:00:00,ANALOG DEVICES CMN,ADI,Q4 17 ,1.45,1.364,6.3
2017-11-21 23:03:00,COPART,CPRT,Q1 18 ,0.33,0.266,24.1
2017-11-28 21:01:00,AUTODESK INC,ADSK,Q3 18 ,-0.12,-0.13,7.7
2017-11-29 21:02:00,"WORKDAY, INC.",WDAY,Q3 18 ,0.24,0.147,63.3
2017-11-29 21:05:00,"SYNOPSYS, INC.",SNPS,Q4 17 ,0.69,0.573,20.4
2017-11-30 21:03:00,"ULTA BEAUTY, INC.",ULTA,Q3 18 ,1.73,1.665,4.1
2017-12-06 21:05:00,BROADCOM INC.,AVGO,Q4 17 ,4.59,4.52,1.5
2017-12-14 21:05:00,ADOBE INC.,ADBE,Q4 17 ,1.26,1.157,8.9
2017-12-14 21:15:00,COSTCO WHOLESALE,COST,Q1 18 ,1.36,1.341,1.5
2017-12-19 21:00:00,MICRON TECHNOLOGY,MU,Q1 18 ,2.45,2.213,10.7
2017-12-21 13:30:00,"PAYCHEX, INC.",PAYX,Q2 18 ,0.59,0.593,-0.5
2017-12-21 21:16:00,CINTAS CORP,CTAS,Q2 18 ,1.31,1.272,3.0
2018-01-04 12:00:00,WALGREENS BTS ALN CM,WBA,Q1 18 ,1.28,1.267,1.0
2018-01-16 21:02:00,CSX,CSX,Q4 17 ,0.64,0.563,13.7
2018-01-17 11:50:00,FASTENAL CO,FAST,Q4 17 ,0.23,0.229,-1.7
2018-01-22 21:05:00,"NETFLIX, INC.",NFLX,Q4 17 ,0.41,0.414,-1.0
2018-01-23 21:01:00,TEXAS INSTRUMENTS,TXN,Q4 17 ,1.09,1.085,0.5
2018-01-23 21:05:00,UNITED AIRLNS HLD CM,UAL,Q4 17 ,1.4,1.338,4.6
2018-01-24 12:00:00,COMCAST CORP A,CMCSA,Q4 17 ,0.49,0.469,4.5
2018-01-24 21:08:00,LAM RESEARCH CORP,LRCX,Q2 18 ,4.34,3.688,17.7
2018-01-24 21:20:00,"XILINX, INC.",XLNX,Q3 18 ,0.05,0.63,-92.1
2018-01-25 11:29:00,BIOGEN INC CMN,BIIB,Q4 17 ,4.29,5.445,-21.2
2018-01-25 12:30:00,AMERICAN AIRLINES GP,AAL,Q4 17 ,0.95,0.919,3.4
2018-01-25 21:00:00,INTEL CORP,INTC,Q4 17 ,1.08,0.865,24.9
2018-01-25 21:05:00,"INTUITIVE SURG, INC.",ISRG,Q4 17 ,2.54,2.355,7.9
2018-01-25 21:05:00,MAXIM INTEGRATED,MXIM,Q2 18 ,0.65,0.645,0.8
2018-01-25 21:05:00,STARBUCKS CORP,SBUX,Q1 18 ,0.58,0.571,1.6
2018-01-25 21:10:00,WESTERN DIGITAL CP,WDC,Q2 18 ,3.95,3.816,3.5
2018-01-25 21:15:00,KLA CP CMN STK,KLAC,Q2 18 ,1.97,1.741,13.2
2018-01-30 13:00:00,PACCAR INC.,PCAR,Q4 17 ,1.18,1.124,5.0
2018-01-30 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q4 17 ,1.19,0.958,24.2
2018-01-30 21:01:00,ELECTRONIC ARTS INC,EA,Q3 18 ,2.18,2.203,-0.8
2018-01-30 21:05:00,ADV MICRO DEVICES,AMD,Q4 17 ,0.08,0.049,63.3
2018-01-30 21:05:00,"ILLUMINA, INC.",ILMN,Q4 17 ,1.44,1.253,14.9
2018-01-31 12:00:00,AUTOMATIC DATA PROCS,ADP,Q2 18 ,0.99,0.896,10.5
2018-01-31 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q4 17 ,0.05,0.047,4.9
2018-01-31 21:05:00,VERTEX PHARMACEUTIC,VRTX,Q4 17 ,0.61,0.53,15.1
2018-01-31 21:05:00,FACEBOOK INC,FB,Q4 17 ,2.21,1.946,13.6
2018-01-31 21:05:00,CADENCE DESIGN SYS,CDNS,Q4 17 ,0.39,0.39,0.0
2018-01-31 21:05:00,MONDELEZ INTL CMN A,MDLZ,Q4 17 ,0.57,0.557,2.3
2018-01-31 21:06:00,MICROSOFT CORP,MSFT,Q2 18 ,0.96,0.862,11.4
2018-01-31 21:07:00,QUALCOMM INC,QCOM,Q1 18 ,0.98,0.914,7.2
2018-01-31 21:10:00,PAYPAL HOLDINGS,PYPL,Q4 17 ,0.55,0.52,5.8
2018-01-31 21:15:00,CITRIX SYSTEMS INC,CTXS,Q4 17 ,1.66,1.601,3.7
2018-01-31 22:15:00,EBAY INC.,EBAY,Q4 17 ,0.59,0.586,0.7
2018-02-01 11:30:00,IDEXX LABORATORIES,IDXX,Q4 17 ,0.78,0.728,6.8
2018-02-01 21:01:00,AMGEN,AMGN,Q4 17 ,2.89,3.034,-4.7
2018-02-01 21:01:00,AMAZON.COM INC,AMZN,Q4 17 ,2.15,1.834,17.2
2018-02-01 21:02:00,ALPHABET CL A CMN,GOOGL,Q4 17 ,9.7,10.031,-3.3
2018-02-01 21:30:00,APPLE INC.,AAPL,Q1 18 ,3.89,3.841,1.3
2018-02-02 13:00:00,CHARTER COMMUNICATIO,CHTR,Q4 17 ,0.77,0.843,-8.5
2018-02-05 21:16:00,SKYWORKS SOLUTIONS,SWKS,Q1 18 ,2.0,1.913,4.5
2018-02-06 21:01:00,"GILEAD SCIENCES, INC",GILD,Q4 17 ,1.78,1.674,6.3
2018-02-06 21:01:00,CERNER CORP,CERN,Q4 17 ,0.58,0.611,-5.1
2018-02-06 21:02:00,SEATTLE GENETICS,SGEN,Q4 17 ,-0.41,-0.437,6.0
2018-02-06 21:15:00,MICROCHIP TECHNOLOGY,MCHP,Q3 18 ,1.36,1.354,0.4
2018-02-07 11:00:00,COGNIZANT TECH SOL,CTSH,Q4 17 ,1.03,0.966,6.6
2018-02-07 11:00:00,XCEL ENERGY CMN,XEL,Q4 17 ,0.42,0.426,-1.4
2018-02-07 12:00:00,CDW,CDW,Q4 17 ,0.99,0.989,0.1
2018-02-07 12:00:00,EXCELON,EXC,Q4 17 ,0.55,0.601,-8.5
2018-02-07 21:01:00,"FISERV, INC.",FISV,Q4 17 ,0.71,0.69,2.2
2018-02-07 21:05:00,TAKE-TWO INTERACTI,TTWO,Q3 18 ,1.12,0.985,13.6
2018-02-07 21:13:00,"TESLA, INC.",TSLA,Q4 17 ,-3.04,-3.199,5.0
2018-02-07 21:31:00,O'REILLY AUTOMOTIVE,ORLY,Q4 17 ,2.9,2.776,4.5
2018-02-08 11:00:00,T-MOBILE,TM,Q4 17 ,0.48,0.363,32.2
2018-02-08 11:30:00,REGENERON PHARMACEUT,REGN,Q4 17 ,5.23,4.575,14.3
2018-02-08 11:30:00,ALEXION PHARM INC,ALXN,Q4 17 ,1.48,1.275,16.1
2018-02-08 21:05:00,"EXPEDIA GROUP, INC.",EXPE,Q4 17 ,0.84,1.151,-27.0
2018-02-08 21:05:00,"VERISIGN, INC.",VRSN,Q4 17 ,0.96,0.97,-1.0
2018-02-08 21:15:00,ACTIVISION BLIZZARD,ATVI,Q4 17 ,0.94,0.925,1.6
2018-02-08 21:20:00,NVIDIA CORPORATION,NVDA,Q4 18 ,1.72,1.288,33.5
2018-02-13 11:00:00,PEPSICO INC,PEP,Q4 17 ,1.31,1.304,0.5
2018-02-14 21:01:00,"NETAPP, INC.",NTAP,Q3 18 ,0.99,0.907,9.2
2018-02-14 21:01:00,APPLIED MATERIALS,AMAT,Q1 18 ,1.06,0.981,8.1
2018-02-14 21:05:00,CISCO SYSTEMS INC,CSCO,Q2 18 ,0.63,0.591,6.6
2018-02-14 21:30:00,MARRIOTT INT CL A CM,MAR,Q4 17 ,1.12,1.003,11.7
2018-02-15 12:00:00,INCYTE CORPORATION,INCY,Q4 17 ,0.02,-0.026,176.9
2018-02-16 12:05:00,KRAFT HEINZ CO CMN,KHC,Q4 17 ,0.9,0.946,-4.9
2018-02-20 21:10:00,VERISK ANALYTICS INC,VRSK,Q4 17 ,1.34,0.779,72.0
2018-02-21 21:05:00,"SYNOPSYS, INC.",SNPS,Q1 18 ,1.1,0.996,10.4
2018-02-21 21:15:00,COSTAR GROUP,CSGP,Q4 17 ,1.25,1.232,1.5
2018-02-21 21:39:00,ANSYS,ANSS,Q4 17 ,1.07,1.032,3.7
2018-02-22 21:00:00,INTUIT INC,INTU,Q2 18 ,0.35,0.34,2.9
2018-02-22 21:05:00,BIOMARIN PHARMACEUT,BMRN,Q4 17 ,-0.3,0.28,-207.1
2018-02-26 13:58:00,COPART,CPRT,Q2 18 ,0.47,0.394,19.3
2018-02-27 21:02:00,"WORKDAY, INC.",WDAY,Q4 18 ,0.28,0.205,36.6
2018-02-27 21:10:00,BOOKING HOLDINGS INC,BKNG,Q4 17 ,16.86,14.11,19.5
2018-02-28 13:00:00,ANALOG DEVICES CMN,ADI,Q1 18 ,1.42,1.286,10.4
2018-02-28 21:05:00,MONSTER BEVERAGE CP,MNST,Q4 17 ,0.23,0.373,-37.6
2018-03-01 21:02:00,SPLUNK,SPLK,Q4 18 ,0.37,0.329,12.5
2018-03-06 21:01:00,"ROSS STORES, INC.",ROST,Q4 18 ,0.98,0.922,6.0
2018-03-06 21:01:00,AUTODESK INC,ADSK,Q4 18 ,-0.09,-0.114,21.1
2018-03-07 12:30:00,DOLLAR TREE INC,DLTR,Q4 18 ,1.89,1.921,-1.6
2018-03-07 21:15:00,COSTCO WHOLESALE,COST,Q2 18 ,1.42,1.489,-4.6
2018-03-15 20:02:00,BROADCOM INC.,AVGO,Q1 18 ,5.12,5.053,1.3
2018-03-15 20:03:00,"ULTA BEAUTY, INC.",ULTA,Q4 18 ,2.75,2.787,-1.3
2018-03-15 20:05:00,ADOBE INC.,ADBE,Q1 18 ,1.55,1.438,7.8
2018-03-22 20:00:00,MICRON TECHNOLOGY,MU,Q2 18 ,2.82,2.742,2.8
2018-03-22 20:15:00,CINTAS CORP,CTAS,Q3 18 ,1.37,1.27,7.9
2018-03-26 13:30:00,"PAYCHEX, INC.",PAYX,Q3 18 ,0.63,0.631,-0.1
2018-03-28 12:00:00,WALGREENS BTS ALN CM,WBA,Q2 18 ,1.73,1.557,11.1
2018-04-11 11:50:00,FASTENAL CO,FAST,Q1 18 ,0.3,0.309,-2.0
2018-04-16 21:18:00,"NETFLIX, INC.",NFLX,Q1 18 ,0.64,0.636,0.6
2018-04-17 21:00:00,"INTUITIVE SURG, INC.",ISRG,Q1 18 ,2.44,2.07,17.9
2018-04-17 21:02:00,CSX,CSX,Q1 18 ,0.78,0.655,19.1
2018-04-17 21:05:00,LAM RESEARCH CORP,LRCX,Q3 18 ,4.79,4.387,9.2
2018-04-17 21:15:00,UNITED AIRLNS HLD CM,UAL,Q1 18 ,0.5,0.476,5.0
2018-04-23 21:01:00,COSTAR GROUP,CSGP,Q1 18 ,1.65,1.374,20.1
2018-04-23 21:02:00,ALPHABET CL A CMN,GOOGL,Q1 18 ,9.93,9.296,6.8
2018-04-23 21:05:00,CADENCE DESIGN SYS,CDNS,Q1 18 ,0.4,0.373,7.2
2018-04-24 11:59:00,BIOGEN INC CMN,BIIB,Q1 18 ,5.6,5.919,-5.4
2018-04-24 13:00:00,PACCAR INC.,PCAR,Q1 18 ,1.45,1.31,10.6
2018-04-24 21:01:00,AMGEN,AMGN,Q1 18 ,3.47,3.214,8.0
2018-04-24 21:01:00,TEXAS INSTRUMENTS,TXN,Q1 18 ,1.21,1.1,10.0
2018-04-24 21:05:00,"ILLUMINA, INC.",ILMN,Q1 18 ,1.45,1.018,42.4
2018-04-25 11:17:00,COMCAST CORP A,CMCSA,Q1 18 ,0.62,0.589,5.3
2018-04-25 12:00:00,SIRIUS XM HOLDINGS I,SIRI,Q1 18 ,0.06,0.053,19.7
2018-04-25 21:00:00,ALIGN TECHNOLOGY I,ALGN,Q1 18 ,1.17,0.975,20.0
2018-04-25 21:04:00,QUALCOMM INC,QCOM,Q2 18 ,0.8,0.697,14.8
2018-04-25 21:05:00,FACEBOOK INC,FB,Q1 18 ,1.69,1.354,24.8
2018-04-25 21:05:00,BIOMARIN PHARMACEUT,BMRN,Q1 18 ,-0.25,-0.195,-28.2
2018-04-25 21:05:00,CITRIX SYSTEMS INC,CTXS,Q1 18 ,1.29,1.051,22.7
2018-04-25 21:15:00,ADV MICRO DEVICES,AMD,Q1 18 ,0.11,0.092,19.6
2018-04-25 21:15:00,PAYPAL HOLDINGS,PYPL,Q1 18 ,0.57,0.539,5.8
2018-04-25 21:15:00,EBAY INC.,EBAY,Q1 18 ,0.53,0.533,-0.6
2018-04-25 21:20:00,"XILINX, INC.",XLNX,Q4 18 ,0.64,0.653,-2.0
2018-04-25 21:30:00,O'REILLY AUTOMOTIVE,ORLY,Q1 18 ,3.61,3.584,0.7
2018-04-26 11:00:00,XCEL ENERGY CMN,XEL,Q1 18 ,0.57,0.509,12.3
2018-04-26 11:00:00,PEPSICO INC,PEP,Q1 18 ,0.96,0.927,3.6
2018-04-26 11:30:00,ALEXION PHARM INC,ALXN,Q1 18 ,1.68,1.499,12.1
2018-04-26 12:30:00,AMERICAN AIRLINES GP,AAL,Q1 18 ,0.75,0.719,4.3
2018-04-26 21:01:00,AMAZON.COM INC,AMZN,Q1 18 ,3.27,1.258,159.9
2018-04-26 21:01:00,"EXPEDIA GROUP, INC.",EXPE,Q1 18 ,-0.46,-0.479,4.0
2018-04-26 21:02:00,SEATTLE GENETICS,SGEN,Q1 18 ,-0.73,-0.417,-75.1
2018-04-26 21:05:00,"VERISIGN, INC.",VRSN,Q1 18 ,1.07,1.058,1.1
2018-04-26 21:05:00,VERTEX PHARMACEUTIC,VRTX,Q1 18 ,0.76,0.623,22.0
2018-04-26 21:05:00,STARBUCKS CORP,SBUX,Q2 18 ,0.53,0.53,0.0
2018-04-26 21:05:00,MAXIM INTEGRATED,MXIM,Q3 18 ,0.73,0.695,5.0
2018-04-26 21:06:00,MICROSOFT CORP,MSFT,Q3 18 ,0.95,0.849,12.2
2018-04-26 21:07:00,INTEL CORP,INTC,Q1 18 ,0.87,0.713,22.0
2018-04-26 21:15:00,WESTERN DIGITAL CP,WDC,Q3 18 ,3.63,3.303,9.9
2018-04-26 21:15:00,KLA CP CMN STK,KLAC,Q3 18 ,2.02,1.991,1.5
2018-04-27 13:00:00,CHARTER COMMUNICATIO,CHTR,Q1 18 ,0.49,0.507,-3.4
2018-05-01 12:00:00,INCYTE CORPORATION,INCY,Q1 18 ,-0.01,0.097,-110.3
2018-05-01 21:01:00,"GILEAD SCIENCES, INC",GILD,Q1 18 ,1.48,1.656,-10.6
2018-05-01 21:01:00,"FISERV, INC.",FISV,Q1 18 ,0.76,0.735,3.4
2018-05-01 21:05:00,MONDELEZ INTL CMN A,MDLZ,Q1 18 ,0.62,0.613,1.1
2018-05-01 21:10:00,VERISK ANALYTICS INC,VRSK,Q1 18 ,0.94,0.942,-0.2
2018-05-01 21:15:00,T-MOBILE,TM,Q1 18 ,0.78,0.706,10.2
2018-05-01 21:30:00,APPLE INC.,AAPL,Q2 18 ,2.73,2.635,3.6
2018-05-02 12:00:00,CDW,CDW,Q1 18 ,1.05,0.918,14.4
2018-05-02 12:00:00,AUTOMATIC DATA PROCS,ADP,Q3 18 ,1.52,1.442,5.4
2018-05-02 12:04:00,EXCELON,EXC,Q1 18 ,0.96,0.926,3.7
2018-05-02 21:01:00,CERNER CORP,CERN,Q1 18 ,0.58,0.581,-0.2
2018-05-02 21:05:00,KRAFT HEINZ CO CMN,KHC,Q1 18 ,0.89,0.819,8.7
2018-05-02 21:11:00,"TESLA, INC.",TSLA,Q1 18 ,-3.35,-3.415,1.9
2018-05-02 21:39:00,ANSYS,ANSS,Q1 18 ,1.2,1.034,16.1
2018-05-03 11:30:00,REGENERON PHARMACEUT,REGN,Q1 18 ,4.67,4.381,6.6
